Id,n_Artifacts,RMSSD,meanNN,sdNN,cvNN,CVSD,medianNN,madNN,mcvNN,pNN50,pNN20,Triang,Shannon_h,ULF,VLF,LF,HF,VHF,Total_Power,LFn,HFn,LF/HF,LF/P,HF/P,DFA_1,Shannon,Sample_Entropy,Correlation_Dimension,Entropy_Multiscale,Entropy_SVD,Entropy_Spectral_VLF,Entropy_Spectral_LF,Entropy_Spectral_HF,Fisher_Info,Lyapunov,FD_Petrosian,FD_Higushi
4451,0.000000,15.912217,815.196078,18.788046,0.023047,0.019519,813.333333,15.000000,0.018443,0.000000,17.647059,1107157.661561,5.533077,0.000000,0.000000,27024553854.194939,33680641555.892273,1780607575.479253,99369055056.417984,0.445177,0.554823,0.802376,0.271961,0.338945,0.969520,4.138502,1.609438,0.772521,inf,0.078473,0.003445,0.003445,0.003445,0.971140,inf,1.032568,2.276424
4452,0.435897,67.959683,825.909091,73.936422,0.089521,0.082285,841.666667,38.333333,0.045545,27.272727,63.636364,1743134.486554,5.247363,0.000000,0.000000,730159168236.754028,811231679879.841064,4318673700.630306,3865736026425.901367,0.473702,0.526298,0.900062,0.188880,0.209852,1.054056,4.277613,inf,0.421664,inf,0.236742,0.036136,0.036136,0.036136,0.885179,inf,1.051556,3.211000
4453,0.000000,25.954019,920.808081,31.480046,0.034187,0.028186,923.333333,20.000000,0.021661,0.000000,45.454545,1234162.341074,5.533077,0.000000,0.000000,71621863022.309235,67038349317.650085,5951855529.136228,255566572593.821075,0.516528,0.483472,1.068372,0.280247,0.262313,0.902502,4.309101,1.945910,0.666706,1.609438,0.105337,0.006926,0.006926,0.006926,0.958652,inf,1.046933,2.511597
4454,0.591398,165.955238,658.771930,110.234315,0.167333,0.251916,633.333333,25.000000,0.039474,18.421053,55.263158,5068270.315091,5.533077,0.000000,787946772789.536011,2615583446035.035156,1036071008644.908081,9808386368.382700,6125101286139.794922,0.716274,0.283726,2.524521,0.427027,0.169152,0.780371,4.010571,0.858227,1.195346,1.403994,0.503471,0.102872,0.102872,0.102872,0.680362,inf,1.047401,2.572750
4455,0.035714,15.021352,867.037037,34.755967,0.040086,0.017325,880.000000,16.666667,0.018939,0.000000,14.814815,877282.868610,5.313590,0.000000,0.000000,92409930263.779678,30130306089.196232,1548071215.850734,201499228420.152802,0.754119,0.245881,3.067009,0.458612,0.149531,1.435384,3.912114,0.893818,0.843807,1.098612,0.070493,0.009106,0.009106,0.009106,0.974653,inf,1.039475,1.995355
4456,0.142857,125.253366,916.527778,130.870291,0.142789,0.136661,995.000000,5.000000,0.005025,29.166667,37.500000,519514.472581,5.191141,0.000000,0.000000,536464215878.901672,1650606203509.543701,6402284476.054148,3886290022305.264160,0.245289,0.754711,0.325010,0.138040,0.424725,-0.018201,3.371654,0.352821,0.082478,0.916291,0.340033,0.079100,0.079100,0.079100,0.814654,inf,1.055931,2.821295
4457,0.250000,119.568467,796.250000,127.859798,0.160577,0.150164,761.666667,71.666667,0.094092,58.333333,79.166667,4621582.441665,5.533077,0.000000,0.000000,1152432714635.364014,1205480786010.056152,102487656908.648254,5794504901909.144531,0.488751,0.511249,0.955994,0.198884,0.208039,1.240907,4.501629,inf,0.550296,1.945910,0.363023,0.097447,0.097447,0.097447,0.797475,inf,1.060860,2.891539
4458,0.027778,25.971327,773.142857,37.512027,0.048519,0.033592,766.666667,26.666667,0.034783,5.714286,34.285714,1785535.217599,5.410628,0.000000,0.000000,121428874763.158722,68329497820.961815,3082348844.322530,363186403115.221558,0.639913,0.360087,1.777108,0.334343,0.188139,1.105133,4.514718,1.609438,0.680576,inf,0.120586,0.012810,0.012810,0.012810,0.951140,inf,1.031392,2.290133
4459,0.038462,89.201707,1046.533333,64.939288,0.062052,0.085235,1060.000000,30.000000,0.028302,40.000000,80.000000,2044573.727075,5.533077,0.000000,0.000000,110406778083.516876,579871267855.866455,61150575692.740211,1088402818825.775879,0.159945,0.840055,0.190399,0.101439,0.532773,0.708166,4.293661,inf,0.487758,1.871802,0.246292,0.019414,0.019414,0.019414,0.879116,inf,1.067001,2.674490
4460,0.000000,30.663337,753.859649,38.621333,0.051231,0.040675,755.000000,30.000000,0.039735,13.157895,42.105263,2339229.976559,5.492261,0.000000,0.000000,114898056468.231476,169705445903.178070,2059441206.805202,426529186634.309021,0.403713,0.596287,0.677044,0.269379,0.397875,0.823746,4.290966,1.299283,0.704897,1.871802,0.140831,0.014109,0.014109,0.014109,0.940729,inf,1.025518,2.464368
4461,0.000000,52.020123,900.937500,69.639288,0.077296,0.057740,916.666667,46.666667,0.050909,28.125000,62.500000,2606457.411189,5.492261,0.000000,0.000000,371607035892.820435,476517977003.158386,923034801.510832,1360381006257.102051,0.438151,0.561849,0.779838,0.273164,0.350283,0.833201,4.687500,1.029619,0.807493,1.734601,0.184038,0.028506,0.028506,0.028506,0.916934,inf,1.035181,2.335393
4462,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4463,0.000000,22.528123,774.761905,21.892275,0.028257,0.029077,770.000000,13.333333,0.017316,0.000000,34.285714,1254318.984446,5.354406,0.000000,0.000000,16413401553.461725,44452341695.701973,11118763275.287521,127580925085.253326,0.269666,0.730334,0.369236,0.128651,0.348425,1.040344,4.057575,inf,0.550775,2.197225,0.108238,0.004953,0.004953,0.004953,0.957245,inf,1.049576,2.389496
4464,0.161290,105.071404,945.641026,66.745082,0.070582,0.111111,956.666667,26.666667,0.027875,53.846154,69.230769,2497576.068410,5.134919,0.000000,0.000000,377998168337.016113,736595973891.965332,28490290439.944450,1657659478778.972656,0.339135,0.660865,0.513169,0.228031,0.444359,0.625707,4.440636,1.386294,1.273968,1.791759,0.297550,0.027914,0.027914,0.027914,0.844975,inf,1.085429,3.169058
4465,0.000000,50.409843,1026.666667,41.474867,0.040398,0.049100,1030.000000,26.666667,0.025890,35.714286,75.000000,1664316.647896,5.533077,0.000000,0.000000,95861067683.490265,238860135520.396515,1926801424.323120,474264733141.247620,0.286391,0.713609,0.401327,0.202126,0.503643,0.555848,4.521641,inf,0.216417,2.079442,0.163223,0.009401,0.009401,0.009401,0.928658,inf,1.053875,2.933418
4466,0.000000,15.508800,809.523810,19.805308,0.024465,0.019158,810.000000,13.333333,0.016461,0.000000,14.285714,830511.903943,5.272773,0.000000,0.000000,20061254377.478973,23951474861.637157,803209033.058124,77200172450.666107,0.455806,0.544194,0.837579,0.259860,0.310252,0.813582,4.000432,inf,0.466642,2.079442,0.076737,0.003834,0.003834,0.003834,0.971912,inf,1.043564,2.388497
4467,1.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4468,0.000000,55.828957,1017.976190,51.065513,0.050164,0.054843,1008.333333,26.666667,0.026446,39.285714,53.571429,2044361.897075,5.339000,0.000000,0.000000,158677674414.175415,247233323417.016418,13211968258.852921,652642909237.380005,0.390917,0.609083,0.641813,0.243131,0.378819,0.435977,4.351823,1.704748,0.598485,1.252763,0.176689,0.013673,0.013673,0.013673,0.921128,inf,1.049850,2.880302
4469,0.058824,114.059763,945.000000,93.602786,0.099051,0.120698,918.333333,40.000000,0.043557,56.250000,81.250000,1162713.908996,5.451445,0.000000,0.000000,423849215564.639587,793466329257.686768,0.000000,2031174043802.925049,0.348184,0.651816,0.534174,0.208672,0.390644,nan,4.000000,inf,0.140903,inf,0.313020,0.042356,0.042356,0.042356,0.834147,inf,1.061757,3.386190
4470,0.022727,10.764433,635.116279,11.960005,0.018831,0.016949,636.666667,3.333333,0.005236,0.000000,6.976744,365745.513968,5.119513,0.000000,0.000000,10490727797.562317,7787790811.191916,1131158739.414767,36254382055.530037,0.573938,0.426062,1.347074,0.289364,0.214810,1.447380,2.806845,2.197225,1.230474,1.064711,0.070013,0.002413,0.002413,0.002413,0.974861,inf,1.045228,1.886464
4471,0.571429,41.833001,922.962963,29.834937,0.032325,0.045325,933.333333,13.333333,0.014286,22.222222,44.444444,640317.101700,5.134919,0.000000,0.000000,4855789159684.405273,944055650381.723511,1182984810.461009,9456402717319.716797,0.837227,0.162773,5.143541,0.513492,0.099832,nan,2.947703,inf,0.092082,inf,0.152683,0.005810,0.005810,0.005810,0.934411,inf,1.040320,nan
4472,0.000000,39.695018,867.272727,32.408574,0.037368,0.045770,873.333333,10.000000,0.011450,18.181818,33.333333,1172252.021359,5.288179,0.000000,0.000000,55988177286.151772,111059394106.765854,6094300871.293951,256460468256.113068,0.335163,0.664837,0.504128,0.218311,0.433047,0.971826,4.040775,2.197225,0.830528,2.833213,0.154546,0.008100,0.008100,0.008100,0.933403,inf,1.063012,2.456174
4473,0.200000,119.927227,735.416667,93.671793,0.127372,0.163074,768.333333,61.666667,0.080260,62.500000,75.000000,337891.517081,4.818392,0.000000,0.000000,0.000000,524412231811.011414,0.000000,1351801461217.612305,0.000000,1.000000,0.000000,0.000000,0.387936,nan,2.750000,inf,0.000000,inf,0.379121,0.061597,0.061597,0.061597,0.785122,inf,1.048036,nan
4474,0.037037,51.566570,1059.871795,38.855639,0.036661,0.048654,1063.333333,8.333333,0.007837,23.076923,46.153846,833831.560912,5.492261,0.000000,0.000000,110984736538.280457,200695133470.460938,19520737250.460983,499597799428.293701,0.356086,0.643914,0.553002,0.222148,0.401713,0.535133,3.642371,1.280934,0.909539,1.609438,0.161808,0.007791,0.007791,0.007791,0.929437,inf,1.063682,3.036314
4475,0.750000,38.103174,1084.761905,55.406148,0.051077,0.035126,1083.333333,50.000000,0.046154,14.285714,57.142857,277467.052327,5.395222,0.000000,0.000000,0.000000,821820687092.971436,0.000000,2085171944696.877197,0.000000,1.000000,0.000000,0.000000,0.394126,nan,2.807355,inf,0.263326,inf,0.104817,0.012562,0.012562,0.012562,0.958903,inf,1.058885,nan
4476,0.214286,79.326593,654.545455,59.282856,0.090571,0.121193,640.000000,36.666667,0.057292,51.515152,75.757576,3628183.879078,5.436039,0.000000,0.000000,136800843820.163345,291665788386.979248,66208704191.048630,706675054246.282227,0.319280,0.680720,0.469033,0.193584,0.412730,0.588731,4.063651,1.011601,0.932247,1.734601,0.315075,0.037316,0.037316,0.037316,0.832689,inf,1.069355,2.510766
4477,0.765957,153.962477,666.363636,160.370782,0.240666,0.231049,613.333333,10.000000,0.016304,18.181818,27.272727,690552.327629,4.800949,0.000000,0.000000,239013646723.340027,238631729017.753448,11606890813.857077,727131422899.143555,0.500400,0.499600,1.001600,0.328708,0.328182,nan,3.095795,-0.000000,0.603255,-0.000000,0.450807,0.172094,0.172094,0.172094,0.726795,inf,1.089687,nan
4478,0.000000,11.055416,920.430108,10.246659,0.011132,0.012011,920.000000,6.666667,0.007246,0.000000,3.225806,454424.473836,5.492261,0.000000,0.000000,4911894162.890641,11713609257.812910,319671733.161486,27201914169.807644,0.295443,0.704557,0.419332,0.180572,0.430617,0.831114,3.292591,1.098612,0.375706,2.564949,0.052686,0.000928,0.000928,0.000928,0.982129,inf,1.050815,2.851286
4479,0.000000,56.743760,948.064516,64.391642,0.067919,0.059852,953.333333,38.333333,0.040210,35.483871,75.806452,6847276.184261,5.614710,0.000000,156242145306.660706,414774457578.232483,302554220162.051331,12377203830.245071,1187818690083.021484,0.578221,0.421779,1.370910,0.349190,0.254714,1.078523,5.111218,1.435085,0.973841,2.261763,0.189325,0.023174,0.023174,0.023174,0.913881,inf,1.044790,1.929726
4480,0.000000,12.034433,920.222222,16.351815,0.017769,0.013078,926.666667,6.666667,0.007194,0.000000,10.000000,474649.335822,5.395222,0.000000,0.000000,17929682759.158676,14076106547.096910,1052794771.736727,60419179409.934944,0.560201,0.439799,1.273767,0.296755,0.232974,1.116984,3.551189,inf,1.164275,0.916291,0.056227,0.002155,0.002155,0.002155,0.980684,inf,1.038206,3.092190
4481,0.659574,95.164575,706.458333,97.649932,0.138225,0.134707,663.333333,33.333333,0.050251,43.750000,87.500000,1093302.057881,5.451445,0.000000,0.000000,1621987736712.325439,760372966900.309570,13519925941.708740,3657423727309.655273,0.680832,0.319168,2.133148,0.443478,0.207899,nan,3.625000,0.405465,0.305712,inf,0.336423,0.073691,0.073691,0.073691,0.817302,inf,1.044366,3.290881
4482,0.240000,123.927498,1047.368421,101.285435,0.096705,0.118323,1040.000000,93.333333,0.089744,73.684211,89.473684,3094980.163633,5.492261,0.000000,0.000000,421486700522.724792,1371938351029.162109,46705406129.328766,3028841408671.085938,0.235018,0.764982,0.307220,0.139158,0.452958,0.202348,4.247928,inf,0.236301,0.693147,0.308867,0.040859,0.040859,0.040859,0.837077,inf,1.062618,2.875419
4483,0.478261,15.954481,776.388889,19.199028,0.024729,0.020550,771.666667,3.333333,0.004320,0.000000,16.666667,126586.828961,5.533077,0.000000,0.000000,6069424834.303026,7881551739.077186,143026778.660852,32080662155.011253,0.435054,0.564946,0.770080,0.189193,0.245679,nan,2.792481,1.791759,0.802226,inf,0.077766,0.003880,0.003880,0.003880,0.971455,inf,1.039885,nan
4484,0.730769,160.963534,904.761905,185.341098,0.204851,0.177907,873.333333,123.333333,0.141221,57.142857,71.428571,584400.610804,5.328996,0.000000,0.000000,985739907083.124756,242272958991.338104,3357044411.619269,2013940113153.329102,0.802711,0.197289,4.068716,0.489458,0.120298,nan,2.807355,inf,0.250687,inf,0.401278,0.128132,0.128132,0.128132,0.767677,inf,1.000000,nan
4485,0.095238,5.443311,754.561404,7.951281,0.010538,0.007214,756.666667,3.333333,0.004405,0.000000,0.000000,179216.933824,5.298184,0.000000,0.000000,3710498151.570765,3726276306.095838,0.000000,13875225956.252396,0.498939,0.501061,0.995766,0.267419,0.268556,1.573734,2.865577,inf,0.262458,inf,0.034100,0.000824,0.000824,0.000824,0.989327,inf,1.028235,2.501811
4486,0.160000,75.421040,885.079365,46.135297,0.052126,0.085214,883.333333,13.333333,0.015094,19.047619,23.809524,638097.598762,5.216551,0.000000,0.000000,148129725816.508453,283659218896.670532,52570073444.851616,673360024490.040161,0.343060,0.656940,0.522210,0.219986,0.421259,0.938269,3.630413,0.788457,0.788627,1.945910,0.245968,0.014263,0.014263,0.014263,0.879323,inf,1.072517,2.418271
4487,1.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4488,0.000000,62.161081,1062.179487,68.149785,0.064160,0.058522,1060.000000,43.333333,0.040881,26.923077,65.384615,2079103.970688,5.410628,0.000000,0.000000,149537066450.321228,484630849956.080078,9863425573.951778,1137099356376.286621,0.235800,0.764200,0.308559,0.131507,0.426199,0.946516,4.546594,2.197225,0.655281,2.397895,0.185514,0.020639,0.020639,0.020639,0.916085,inf,1.045939,3.057672
4489,0.000000,19.236989,734.774775,30.056947,0.040906,0.026181,736.666667,23.333333,0.031674,2.702703,21.621622,1507940.308867,5.492261,0.000000,0.000000,39392509025.831696,79196152540.191406,5730340362.782786,248200996416.806946,0.332178,0.667822,0.497404,0.158712,0.319081,1.357655,4.087568,2.484907,0.994268,inf,0.099525,0.009521,0.009521,0.009521,0.961436,inf,1.046225,2.500335
4490,0.000000,17.046184,828.235294,19.038067,0.022986,0.020581,831.666667,11.666667,0.014028,0.000000,23.529412,1028532.951467,5.614710,0.000000,0.000000,22096469287.142502,10445420828.240150,3958028093.032332,69616624653.297531,0.679016,0.320984,2.115422,0.317402,0.150042,0.853097,4.017918,2.302585,0.618949,2.944439,0.081569,0.003428,0.003428,0.003428,0.969752,inf,1.057607,2.332171
4491,0.250000,96.964015,920.833333,91.840056,0.099736,0.105300,946.666667,6.666667,0.007042,8.333333,8.333333,283204.188581,3.786996,0.000000,0.000000,0.000000,75007744724.826294,0.000000,169335814857.002747,0.000000,1.000000,0.000000,0.000000,0.442953,nan,2.688722,0.095310,0.539736,-0.000000,0.277287,0.044739,0.044739,0.044739,0.858792,inf,1.026665,nan
4492,0.322581,122.784816,803.015873,112.999040,0.140718,0.152905,773.333333,46.666667,0.060345,61.904762,76.190476,4045655.393060,5.492261,0.000000,0.000000,1620353376972.529297,1255879885552.493896,92036829305.550842,4452428002792.616211,0.563360,0.436640,1.290214,0.363926,0.282066,0.761671,4.201841,inf,0.254679,inf,0.367325,0.076394,0.076394,0.076394,0.794200,inf,1.060747,2.873008
4493,0.059701,107.781473,875.343915,82.534971,0.094289,0.123130,856.666667,43.333333,0.050584,14.285714,58.730159,5676782.603158,5.395222,0.000000,136351315398.997696,689246396836.675781,1157100495231.297119,31859536056.169426,2410874823723.132812,0.373303,0.626697,0.595667,0.285891,0.479950,0.995623,5.217370,1.233954,1.135317,1.623623,0.318933,0.040430,0.040430,0.040430,0.829943,inf,1.036870,1.965500
4494,0.111111,30.431677,950.555556,31.861213,0.033519,0.032015,955.000000,18.333333,0.019197,4.166667,62.500000,1451134.542450,5.199107,0.000000,0.000000,525166743944.976135,529927167544.261963,10498854292.060421,2694047168099.305176,0.497744,0.502256,0.991017,0.194936,0.196703,1.357857,4.220176,0.916291,0.451307,1.386294,0.116418,0.006636,0.006636,0.006636,0.953222,inf,1.085181,2.347927
4495,0.000000,22.404225,1011.436782,19.407521,0.019188,0.022151,1011.666667,15.000000,0.014827,0.000000,43.103448,2431753.916327,5.533077,0.000000,14931255525.220625,18356884521.934841,46767434703.566589,919515251.817495,106202231547.290359,0.281874,0.718126,0.392514,0.172848,0.440362,0.718391,4.174382,1.791759,0.888137,1.791759,0.087054,0.002520,0.002520,0.002520,0.967259,inf,1.053185,2.113923
4496,0.000000,36.705927,983.571429,34.497314,0.035074,0.037319,980.000000,26.666667,0.027211,14.285714,75.000000,1985411.616003,5.410628,0.000000,0.000000,38959624169.174767,111172695530.123138,15510524125.336933,310966928109.913208,0.259502,0.740498,0.350442,0.125285,0.357506,1.031130,3.994680,1.791759,0.445874,1.252763,0.131801,0.007212,0.007212,0.007212,0.945434,inf,1.073740,3.071728
4497,0.000000,15.299480,927.311828,12.092831,0.013041,0.016499,930.000000,6.666667,0.007168,0.000000,19.354839,439046.453437,5.476855,0.000000,0.000000,6260076402.499870,18258328852.695026,868780930.976967,34504266487.146950,0.255322,0.744678,0.342861,0.181429,0.529161,0.509609,3.201335,1.098612,0.629218,1.791759,0.068445,0.001235,0.001235,0.001235,0.975538,inf,1.047294,2.607947
4498,0.000000,31.599344,902.580645,25.102895,0.027812,0.035010,903.333333,16.666667,0.018450,12.903226,54.838710,1185814.602104,5.533077,0.000000,0.000000,28204844505.540768,69057553512.530411,12692950255.157084,163791432668.229797,0.289987,0.710013,0.408425,0.172200,0.421619,0.832272,4.082598,0.916291,0.494088,inf,0.125440,0.004799,0.004799,0.004799,0.948689,inf,1.050815,2.841841
4499,0.000000,25.616966,822.254902,49.371270,0.060044,0.031155,835.000000,35.000000,0.041916,5.882353,41.176471,1827657.981636,5.492261,0.000000,0.000000,153005766935.945557,116863130285.675705,3159037037.890907,495613471246.192810,0.566963,0.433037,1.309273,0.308720,0.235795,1.419291,4.418201,1.871802,0.851559,2.397895,0.112452,0.018617,0.018617,0.018617,0.955184,inf,1.022957,2.385969
4500,0.763158,224.341629,1070.740741,148.546455,0.138732,0.209520,1066.666667,53.333333,0.050000,66.666667,77.777778,1384008.657147,5.451445,0.000000,0.000000,1650947705224.843262,1998535015386.707520,3285567381.252102,5198969527321.010742,0.452379,0.547621,0.826079,0.317553,0.384410,nan,3.169925,inf,0.131810,inf,0.451248,0.070550,0.070550,0.070550,0.726419,inf,1.080463,nan
4501,0.000000,16.867013,857.500000,20.104700,0.023446,0.019670,860.000000,10.000000,0.011628,0.000000,22.727273,1036832.767259,5.395222,0.000000,0.000000,13659939209.964245,39448591728.836983,887176746.692750,66821857039.650322,0.257208,0.742792,0.346272,0.204423,0.590355,0.538419,3.770710,1.076139,1.166599,1.203973,0.078865,0.003573,0.003573,0.003573,0.970965,inf,1.037222,2.233966
4502,0.000000,41.356913,899.687500,28.728857,0.031932,0.045968,896.666667,18.333333,0.020446,18.750000,65.625000,1291143.319258,5.533077,0.000000,0.000000,27855168714.437889,85553997250.232330,10114810120.585953,177405650409.778809,0.245617,0.754383,0.325586,0.157014,0.482251,0.593568,4.327820,inf,0.115475,inf,0.154984,0.006373,0.006373,0.006373,0.933165,inf,1.065514,2.610349
4503,0.176471,126.737497,957.380952,101.275444,0.105784,0.132379,965.000000,60.000000,0.062176,78.571429,85.714286,1911166.646349,5.369812,0.000000,0.000000,476823847822.273804,685064774850.619873,0.000000,2179129947700.282959,0.410387,0.589613,0.696027,0.218814,0.314375,nan,3.807355,inf,0.130502,1.098612,0.333203,0.046710,0.046710,0.046710,0.819653,inf,1.084601,nan
4504,0.022727,103.735775,779.069767,76.297682,0.097934,0.133153,763.333333,70.000000,0.091703,58.139535,79.069767,5624248.537824,5.533077,0.000000,0.000000,255498606242.303528,694882302042.543701,155820150179.020874,1409153398276.107178,0.268838,0.731162,0.367686,0.181314,0.493120,0.331507,4.850570,0.949081,0.796482,1.609438,0.336032,0.042818,0.042818,0.042818,0.817587,inf,1.058864,2.344135
4505,0.300000,65.588504,1077.619048,107.663988,0.099909,0.060864,1056.666667,100.000000,0.094637,57.142857,85.714286,386999.684247,4.890021,0.000000,0.000000,0.000000,753105927017.108154,0.000000,1973831400283.567627,0.000000,1.000000,0.000000,0.000000,0.381545,nan,2.807355,inf,0.087775,inf,0.169701,0.039678,0.039678,0.039678,0.925061,inf,1.000000,nan
4506,0.000000,17.950549,1050.952381,30.250765,0.028784,0.017080,1043.333333,21.666667,0.020767,0.000000,32.142857,901809.484114,5.614710,0.000000,0.000000,64679860833.081879,26726091142.708851,2703628500.215197,188255685521.327209,0.707611,0.292389,2.420102,0.343575,0.141967,1.363478,3.851823,inf,0.723353,1.504077,0.069431,0.005126,0.005126,0.005126,0.975113,inf,1.065844,2.170819
4507,0.000000,18.624581,831.010101,22.492049,0.027066,0.022412,833.333333,20.000000,0.024000,0.000000,30.303030,793466.837431,5.451445,0.000000,0.000000,17546055261.559086,64418217113.455025,1101405911.007627,137043258247.549301,0.214070,0.785930,0.272377,0.128033,0.470058,1.118509,3.824253,1.845827,0.911800,1.945910,0.087783,0.004581,0.004581,0.004581,0.966924,inf,1.033828,2.706527
4508,1.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4509,0.000000,12.371200,938.229167,39.603631,0.042211,0.013186,920.000000,20.000000,0.021739,0.000000,12.500000,738276.150241,5.354406,0.000000,0.000000,142288464062.806976,17304349277.005482,1437046676.938704,361953992619.879272,0.891572,0.108428,8.222699,0.393112,0.047808,1.755609,4.163910,1.029619,1.109604,1.163151,0.054296,0.010081,0.010081,0.010081,0.981475,inf,1.028278,1.744695
4510,0.333333,199.622660,1030.416667,158.158425,0.153490,0.193730,1061.666667,8.333333,0.007849,62.500000,62.500000,887335.171747,5.094102,0.000000,0.000000,0.000000,2166473575707.385742,0.000000,8550875237114.439453,0.000000,1.000000,0.000000,0.000000,0.253363,nan,3.000000,inf,0.000000,inf,0.430060,0.091060,0.091060,0.091060,0.744242,inf,1.072054,nan
4511,0.107143,21.256807,840.133333,46.889152,0.055812,0.025302,850.000000,16.666667,0.019608,0.000000,32.000000,1142078.663449,5.354406,0.000000,0.000000,125554586739.078644,75943745402.971634,2823764306.582427,330458096473.157593,0.623105,0.376895,1.653258,0.379941,0.229814,1.093942,4.323856,inf,1.021413,1.791759,0.094266,0.016167,0.016167,0.016167,0.963917,inf,1.034105,2.963375
4512,0.075000,6.382847,699.909910,7.677387,0.010969,0.009120,696.666667,3.333333,0.004785,0.000000,0.000000,359881.757826,5.451445,0.000000,0.000000,3963561185.423172,4334947739.545111,323971997.490635,16258720766.813387,0.477623,0.522377,0.914327,0.243781,0.266623,1.262144,2.860971,2.397895,0.236035,inf,0.041857,0.000907,0.000907,0.000907,0.986406,inf,1.026392,2.459597
4513,0.000000,15.550886,791.142857,17.451012,0.022058,0.019656,796.666667,13.333333,0.016736,0.000000,17.142857,533588.654108,5.533077,0.000000,0.000000,21404873157.417793,23059266497.876732,2748509453.643075,81222411961.493103,0.481396,0.518604,0.928255,0.263534,0.283903,1.146927,3.746244,1.178655,1.008704,2.564949,0.078961,0.003187,0.003187,0.003187,0.970922,inf,1.043564,2.358212
4514,0.000000,19.459668,740.701754,16.017218,0.021624,0.026272,736.666667,11.666667,0.015837,0.000000,36.842105,916524.155133,5.436039,0.000000,0.000000,6791162687.187225,11140090132.254007,5211006044.676181,35438116758.533073,0.378733,0.621267,0.609615,0.191634,0.314353,0.674721,3.619656,inf,0.979649,1.163151,0.099499,0.003406,0.003406,0.003406,0.961448,inf,1.052766,2.370956
4515,0.093750,91.341414,893.793103,63.149634,0.070654,0.102195,876.666667,10.000000,0.011407,20.689655,34.482759,1009414.803979,4.897987,0.000000,0.000000,289025526211.221436,551717165299.572876,64494989329.573288,1401607107412.518311,0.343774,0.656226,0.523865,0.206210,0.393632,1.303184,3.827833,1.077559,1.459672,0.897942,0.280225,0.024381,0.024381,0.024381,0.856814,inf,1.043788,3.010039
4516,0.129032,116.716107,962.716049,86.676711,0.090034,0.121236,960.000000,30.000000,0.031250,22.222222,55.555556,1953538.304215,5.313590,0.000000,0.000000,587737165186.326904,1045923709105.863037,51917650407.389404,2525634788732.446289,0.359767,0.640233,0.561931,0.232709,0.414123,1.170779,4.356558,1.609438,1.070080,1.098612,0.315636,0.036726,0.036726,0.036726,0.832291,inf,1.060654,2.910429
4517,1.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4518,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4519,0.000000,42.560679,748.596491,42.825378,0.057208,0.056854,751.666667,25.000000,0.033259,7.894737,52.631579,2883019.332458,4.950846,0.000000,0.000000,61441053481.057808,136315066866.404755,8419901777.808040,303186121801.713684,0.310691,0.689309,0.450728,0.202651,0.449609,0.663552,4.346226,1.704748,0.817052,1.845827,0.181250,0.017081,0.017081,0.017081,0.918532,inf,1.039276,2.170613
4520,0.347826,139.838342,1227.111111,116.733768,0.095129,0.113957,1273.333333,13.333333,0.010471,26.666667,40.000000,725597.670698,5.084098,0.000000,0.000000,2149340358193.660645,1221512307053.530029,1238594933.281804,5159976699489.999023,0.637625,0.362375,1.759573,0.416541,0.236728,nan,3.323231,0.606136,0.885390,1.098612,0.302057,0.039249,0.039249,0.039249,0.841845,inf,1.057985,2.821517
4521,0.035088,41.650614,978.242424,55.625343,0.056863,0.042577,960.000000,30.000000,0.031250,12.727273,43.636364,3963572.284725,5.614710,0.000000,157281399874.049744,377549169446.829834,105961301202.250229,3138871252.505997,927751216369.809326,0.780850,0.219150,3.563085,0.406951,0.114213,1.439586,4.938368,1.203973,1.295060,1.315677,0.145997,0.017025,0.017025,0.017025,0.937995,inf,1.040146,1.852186
4522,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
